-0.785398, -0.023600, -3.400000, -1.821300, -2.180000, 0.131126, 0.798066, 0.444146
-0.785398, -0.023600, -3.400000, -1.821300, -2.180000, 0.131126, 0.798066, 0.444146
-0.785398, -0.023600, -3.400000, -1.821300, -2.180000, 0.131126, 0.798066, 0.444146
-0.785398, -0.023600, -3.400000, -1.821300, -2.180000, 0.131126, 0.798066, 0.444146
-0.785398, -0.023600, -3.400000, -1.821300, -2.180000, 0.131126, 0.798066, 0.444146
-0.785398, -0.023600, -3.400000, -1.821300, -2.180000, 0.131126, 0.798066, 0.444146
-0.785398, -0.023600, -3.400000, -1.459040, -2.182000, 0.171646, 0.749171, 0.503046
-0.785398, -0.023600, -3.400000, -1.459040, -2.182000, 0.171646, 0.749171, 0.503046
-0.785398, -0.023600, -3.400000, -1.459040, -2.182000, 0.171646, 0.749171, 0.503046
-0.785398, -0.023600, -3.400000, -1.459040, -2.182000, 0.171646, 0.749171, 0.503046
-0.785398, -0.023600, -3.400000, -1.459040, -2.182000, 0.171646, 0.749171, 0.503046
-0.785398, -0.023600, -3.400000, -1.459040, -2.182000, 0.171646, 0.749171, 0.503046
-0.785398, -0.023600, -3.400000, -1.096780, -2.184000, 0.229558, 0.724915, 0.570407
-0.785398, -0.023600, -3.400000, -1.096780, -2.184000, 0.229558, 0.724915, 0.570407
-0.785398, -0.023600, -3.400000, -1.096780, -2.184000, 0.229558, 0.724915, 0.570407
-0.785398, -0.023600, -3.400000, -1.096780, -2.184000, 0.229558, 0.724915, 0.570407
-0.785398, -0.023600, -3.400000, -1.096780, -2.184000, 0.229558, 0.724915, 0.570407
-0.785398, -0.023600, -3.400000, -1.096780, -2.184000, 0.229558, 0.724915, 0.570407
-0.785398, -0.023600, -3.400000, -0.734520, -2.186000, 0.297376, 0.732602, 0.636148
-0.785398, -0.023600, -3.400000, -0.734520, -2.186000, 0.297376, 0.732602, 0.636148
-0.785398, -0.023600, -3.400000, -0.734520, -2.186000, 0.297376, 0.732602, 0.636148
-0.785398, -0.023600, -3.400000, -0.734520, -2.186000, 0.297376, 0.732602, 0.636148
-0.785398, -0.023600, -3.400000, -0.734520, -2.186000, 0.297376, 0.732602, 0.636148
